donor_id,country_code,zone_id,center_distance_km,travel_time_min,transport_capacity_slots,transfer_cost_usd,route_feasibility_flag,cold_chain_quality_score,area_deprivation_index,area_education_index,area_language_mix
348,IN,IN-Z058,20.97,77,48,19.51,1,0.935,7,0.389,0.229
349,UG,UG-Z039,9.46,34,39,11.94,1,0.929,5,0.587,0.139
350,US,US-Z091,4.03,11,5,11.77,1,0.966,3,0.694,0.558
351,TR,TR-Z074,26.43,102,22,19.16,1,0.777,9,0.267,0.559
352,TR,TR-Z057,18.8,52,23,18.98,1,0.977,3,0.719,0.195
353,US,US-Z098,4.44,15,47,11.08,1,0.996,1,0.944,0.374
354,DE,DE-Z069,15.12,64,6,15.66,1,0.938,5,0.572,0.122
355,TR,TR-Z079,8.84,32,12,9.88,1,0.944,4,0.648,0.32
356,MX,MX-Z097,8.99,21,39,14.17,1,0.96,3,0.67,0.321
357,MX,MX-Z024,6.63,16,46,11.45,1,0.968,2,0.902,0.184
358,CN,CN-Z051,8.7,31,48,13.68,1,0.926,6,0.487,0.214
359,BR,BR-Z087,12.99,35,16,12.2,1,0.888,9,0.243,0.554
360,DE,DE-Z001,6.73,32,31,13.28,0,0.96,9,0.224,0.493
361,IN,IN-Z078,20.55,98,43,20.09,1,0.875,10,0.312,0.298
362,TR,TR-Z092,21.74,82,29,19.73,1,0.844,5,0.628,0.342
363,MX,MX-Z011,5.02,22,19,7.77,1,0.978,10,0.232,0.223
364,US,US-Z073,2.68,7,28,6.93,1,0.996,1,0.96,0.606
365,TR,TR-Z085,13.36,35,34,12.5,1,0.97,7,0.501,0.344
366,BR,BR-Z071,2.45,7,41,8.18,1,0.976,9,0.272,0.204
367,US,US-Z071,28.2,118,5,21.73,1,0.746,1,0.836,0.537
368,UG,UG-Z091,12.04,46,11,11.52,1,0.923,2,0.813,0.12
369,UG,UG-Z093,6.82,32,24,8.89,1,0.983,9,0.189,0.14
370,TR,TR-Z075,5.06,21,46,8.18,1,0.996,9,0.261,0.607
371,BR,BR-Z005,3.74,17,38,11.73,1,0.994,4,0.611,0.414
372,DE,DE-Z059,6.93,17,48,10.16,1,0.937,4,0.635,0.299
373,TR,TR-Z012,9.42,39,21,14.22,1,0.909,1,0.968,0.134
374,MX,MX-Z091,8.27,20,12,9.87,1,0.934,9,0.247,0.172
375,JP,JP-Z052,2.36,11,36,7.22,1,0.993,3,0.774,0.135
376,TR,TR-Z065,7.76,34,23,9.21,1,0.958,7,0.372,0.172
377,TR,TR-Z008,6.35,14,20,11.34,1,0.952,9,0.193,0.286
378,US,US-Z054,6.61,22,28,11.03,1,0.964,3,0.633,0.106
379,JP,JP-Z033,12.6,32,6,15.64,1,0.948,4,0.594,0.246
380,MX,MX-Z042,8.5,21,37,13.75,1,0.938,5,0.65,0.626
381,TR,TR-Z066,9.51,41,17,13.06,1,0.963,10,0.191,0.276
382,US,US-Z097,8.56,34,27,9.91,1,0.945,7,0.371,0.297
383,BR,BR-Z068,15.6,68,31,17.36,1,0.875,5,0.634,0.174
384,TR,TR-Z035,6.15,21,20,11.9,1,0.962,6,0.456,0.209
385,JP,JP-Z022,9.76,43,34,10.51,1,0.973,7,0.415,0.35
386,CN,CN-Z039,9.16,30,25,11.53,1,0.944,6,0.522,0.377
387,JP,JP-Z005,7.87,18,16,12.59,1,0.951,10,0.187,0.304
388,UG,UG-Z008,8.88,21,37,14.29,1,0.924,9,0.236,0.437
389,MX,MX-Z062,18.05,44,13,18.08,1,0.985,3,0.811,0.356
390,IN,IN-Z099,15.26,61,14,16.74,1,0.887,2,0.847,0.186
391,TR,TR-Z051,18.08,88,22,15.77,1,0.827,5,0.533,0.114
392,JP,JP-Z034,20.31,72,35,19.09,1,0.889,10,0.105,0.187
393,IN,IN-Z041,7.32,22,48,12.48,1,0.987,9,0.403,0.475
394,US,US-Z020,10.63,44,13,14.39,1,0.952,6,0.515,0.207
395,CN,CN-Z082,18.9,94,46,16.9,1,0.875,5,0.569,0.265
396,MX,MX-Z027,4.75,18,17,12.03,1,0.974,9,0.255,0.768
397,JP,JP-Z083,4.71,10,43,10.78,1,0.954,3,0.615,0.413
398,IN,IN-Z073,6.77,16,28,11.7,1,0.984,1,0.939,0.46
399,CN,CN-Z084,70.17,219,33,40.24,1,0.918,10,0.287,0.49
400,UG,UG-Z071,8.83,37,35,10.51,1,0.991,1,0.981,0.35
401,MX,MX-Z016,7.26,15,21,9.65,1,0.95,1,0.879,0.22
402,MX,MX-Z078,8.58,36,30,9.35,1,0.986,6,0.511,0.424
403,UG,UG-Z073,17.75,73,32,14.62,1,0.829,1,0.903,0.801
404,TR,TR-Z007,5.37,18,41,12.01,1,0.956,2,0.796,0.237
405,UG,UG-Z021,7.35,27,13,10.68,1,0.927,4,0.679,0.258
406,MX,MX-Z045,6.63,16,36,11.0,1,0.94,10,0.127,0.231
407,MX,MX-Z094,18.28,74,15,14.53,1,0.899,8,0.387,0.144
408,IN,IN-Z078,11.89,45,10,11.34,1,0.961,5,0.545,0.163
409,CN,CN-Z097,4.39,19,46,10.77,1,0.99,5,0.623,0.257
410,UG,UG-Z027,1.87,8,32,10.35,1,0.993,9,0.191,0.143
411,CN,CN-Z077,10.69,35,49,12.16,1,0.979,5,0.563,0.115
412,UG,UG-Z002,14.55,48,48,16.85,1,0.89,10,0.098,0.436
413,US,US-Z093,4.69,21,47,9.09,1,0.992,3,0.901,0.672
414,MX,MX-Z071,10.69,32,38,10.68,1,0.906,5,0.48,0.315
415,IN,IN-Z013,4.85,22,34,9.48,1,0.964,6,0.414,0.575
416,CN,CN-Z079,2.68,8,46,7.73,1,0.995,9,0.304,0.347
417,UG,UG-Z019,10.0,48,31,11.12,1,0.989,1,0.848,0.436
418,DE,DE-Z073,14.89,71,30,15.2,0,0.995,9,0.22,0.232
419,US,US-Z054,5.58,14,36,12.31,1,0.98,6,0.508,0.339
420,JP,JP-Z058,8.52,26,10,10.5,1,0.947,1,0.94,0.183
421,TR,TR-Z010,8.16,37,37,13.68,1,0.97,6,0.482,0.367
422,CN,CN-Z003,6.67,25,30,13.05,1,0.967,4,0.664,0.297
423,IN,IN-Z017,6.63,27,40,13.17,1,0.974,8,0.27,0.146
424,JP,JP-Z010,6.11,16,38,13.0,1,0.951,5,0.646,0.275
425,DE,DE-Z089,6.14,23,19,11.03,1,0.97,10,0.214,0.111
426,TR,TR-Z043,3.29,9,24,8.09,1,0.978,9,0.266,0.274
427,DE,DE-Z051,2.44,9,44,10.61,1,0.993,9,0.171,0.558
428,JP,JP-Z050,10.35,28,48,11.71,1,0.928,5,0.648,0.125
429,TR,TR-Z001,12.31,25,9,15.76,1,0.939,3,0.691,0.192
430,DE,DE-Z020,32.76,80,29,21.77,1,0.876,3,0.701,0.272
431,IN,IN-Z087,5.66,13,42,11.02,1,0.966,3,0.702,0.447
432,UG,UG-Z063,6.17,26,29,11.61,1,0.987,9,0.31,0.088
433,MX,MX-Z080,1.55,5,23,8.31,1,0.992,6,0.49,0.119
434,UG,UG-Z042,11.27,43,28,11.82,1,0.92,1,0.879,0.187
435,JP,JP-Z054,4.7,17,17,10.54,1,0.992,1,0.911,0.232
436,CN,CN-Z099,4.17,13,30,7.73,1,0.973,5,0.604,0.412
437,MX,MX-Z057,6.36,23,15,10.61,1,0.965,7,0.49,0.283
438,US,US-Z046,8.58,41,38,10.29,1,0.945,10,0.205,0.404
439,IN,IN-Z014,11.78,25,9,13.06,1,0.934,10,0.154,0.393
440,US,US-Z076,6.93,30,13,8.84,1,0.99,4,0.603,0.514
441,TR,TR-Z054,2.96,9,43,10.81,1,0.973,7,0.46,0.282
442,MX,MX-Z004,7.08,30,14,9.35,1,0.974,10,0.126,0.56
443,US,US-Z063,5.24,26,21,11.11,1,0.967,6,0.48,0.166
444,US,US-Z021,6.31,13,28,12.77,1,0.977,2,0.873,0.62
445,DE,DE-Z001,6.82,14,43,9.96,1,0.995,6,0.463,0.12
446,UG,UG-Z060,7.64,27,38,11.15,0,0.969,1,0.884,0.503
447,DE,DE-Z023,8.71,23,6,11.83,1,1.0,9,0.367,0.185
448,MX,MX-Z016,3.5,17,33,9.18,1,0.994,9,0.22,0.137
449,MX,MX-Z014,25.52,56,9,21.63,1,0.859,8,0.238,0.325
450,JP,JP-Z077,8.63,41,24,10.1,1,0.937,10,0.162,0.294
451,DE,DE-Z002,7.25,16,21,13.17,1,0.929,6,0.526,0.176
452,BR,BR-Z077,3.33,13,38,8.83,1,0.983,7,0.435,0.192
453,UG,UG-Z007,7.44,30,40,9.72,1,0.956,9,0.132,0.063
454,MX,MX-Z078,17.67,65,33,14.71,1,0.834,7,0.414,0.149
455,JP,JP-Z083,4.48,14,42,9.3,1,0.963,3,0.649,0.083
456,DE,DE-Z070,4.72,15,39,11.95,0,0.966,8,0.312,0.18
457,UG,UG-Z078,0.38,1,47,6.39,1,0.996,2,0.775,0.415
458,DE,DE-Z090,3.51,10,9,7.92,1,0.985,3,0.818,0.355
459,US,US-Z012,30.84,131,10,22.84,1,0.943,5,0.607,0.07
460,JP,JP-Z024,6.09,15,33,8.52,1,0.993,7,0.401,0.279
461,UG,UG-Z022,22.17,107,10,18.34,1,0.844,2,0.823,0.121
462,TR,TR-Z046,3.78,18,18,7.71,1,0.991,8,0.279,0.191
463,TR,TR-Z085,6.36,26,14,11.6,1,0.998,8,0.351,0.41
464,UG,UG-Z030,4.41,17,17,10.97,1,0.964,8,0.352,0.126
465,DE,DE-Z004,21.56,87,47,20.54,1,0.789,8,0.384,0.632
466,JP,JP-Z093,17.72,75,22,16.48,1,0.935,9,0.296,0.383
467,TR,TR-Z038,5.96,22,44,11.69,1,0.987,2,0.824,0.185
468,JP,JP-Z075,4.04,15,12,9.76,1,0.972,1,0.938,0.339
469,TR,TR-Z044,5.61,18,39,12.69,1,0.949,7,0.441,0.409
470,US,US-Z080,3.64,11,10,10.06,1,0.978,7,0.452,0.243
471,DE,DE-Z025,20.68,72,42,17.59,1,0.864,7,0.356,0.386
472,US,US-Z068,4.84,17,10,7.55,1,0.977,6,0.469,0.238
473,TR,TR-Z074,5.97,12,10,9.43,1,0.988,2,0.879,0.117
474,US,US-Z098,4.31,10,9,10.2,1,0.992,4,0.643,0.327
475,TR,TR-Z080,7.46,21,18,13.18,1,0.967,6,0.44,0.059
476,UG,UG-Z056,11.51,50,17,11.33,1,0.901,4,0.658,0.328
477,US,US-Z004,4.03,18,7,9.09,1,0.983,10,0.114,0.109
478,CN,CN-Z064,9.15,45,41,12.56,1,0.943,8,0.384,0.205
479,DE,DE-Z082,10.68,44,32,12.58,1,0.903,9,0.187,0.24
480,MX,MX-Z045,0.87,3,40,5.74,1,0.999,2,0.811,0.517
481,BR,BR-Z083,18.44,55,13,17.82,1,0.844,2,0.765,0.171
482,US,US-Z096,7.12,25,11,10.31,1,0.982,7,0.387,0.374
483,IN,IN-Z013,5.13,13,47,9.24,1,0.993,2,0.86,0.209
484,DE,DE-Z019,2.65,12,30,8.34,1,0.98,9,0.188,0.551
485,CN,CN-Z009,19.38,80,36,17.2,1,0.822,8,0.306,0.368
486,CN,CN-Z096,11.44,36,35,13.48,0,0.973,4,0.721,0.218
487,TR,TR-Z088,34.33,141,46,23.48,1,0.89,9,0.242,0.397
488,TR,TR-Z090,7.48,37,12,10.27,1,0.982,7,0.367,0.32
489,BR,BR-Z068,6.61,24,32,9.96,1,0.936,6,0.479,0.253
490,UG,UG-Z060,4.83,18,11,8.73,1,0.993,10,0.163,0.194
491,IN,IN-Z062,13.41,52,44,11.95,1,0.995,4,0.56,0.175
492,MX,MX-Z094,13.52,57,22,12.58,1,0.952,5,0.555,0.141
493,BR,BR-Z033,8.63,39,25,12.43,1,0.946,7,0.399,0.266
494,JP,JP-Z097,7.31,25,26,13.62,1,0.941,8,0.415,0.367
495,MX,MX-Z031,6.54,31,38,10.97,1,0.938,10,0.115,0.368
496,US,US-Z062,9.33,46,31,9.98,1,0.95,9,0.232,0.066
497,DE,DE-Z079,9.2,28,15,10.45,1,0.965,4,0.597,0.264
498,JP,JP-Z076,34.71,70,30,25.1,1,0.66,6,0.601,0.549
499,JP,JP-Z075,22.85,101,40,20.89,1,0.886,10,0.129,0.174
500,BR,BR-Z045,3.65,11,24,11.02,1,0.967,6,0.489,0.54
501,UG,UG-Z050,5.97,19,31,8.97,1,0.954,7,0.389,0.149
502,BR,BR-Z087,32.8,98,12,22.39,1,0.816,10,0.242,0.406
503,US,US-Z013,7.45,24,36,13.71,1,0.997,10,0.184,0.253
504,UG,UG-Z098,14.33,62,8,14.06,1,0.907,4,0.554,0.134
505,US,US-Z091,18.45,73,20,18.79,1,0.991,8,0.325,0.322
506,UG,UG-Z036,12.79,48,41,15.49,1,0.993,6,0.506,0.093
507,CN,CN-Z010,2.54,11,14,10.64,1,0.979,5,0.534,0.072
508,JP,JP-Z050,10.39,48,29,12.09,1,0.926,4,0.692,0.243
509,IN,IN-Z046,4.24,10,7,10.17,1,0.965,1,0.854,0.441
510,DE,DE-Z060,3.21,9,41,7.71,1,0.999,6,0.471,0.299
511,US,US-Z022,5.28,16,20,12.07,1,0.987,6,0.558,0.106
512,MX,MX-Z087,16.54,57,28,17.79,1,0.966,5,0.606,0.3
513,UG,UG-Z060,5.98,23,9,8.83,1,0.966,2,0.851,0.4
514,DE,DE-Z034,5.7,21,25,11.43,1,0.954,7,0.472,0.157
515,MX,MX-Z073,1.77,4,48,6.87,1,0.994,6,0.44,0.148
516,DE,DE-Z002,16.14,42,48,13.59,1,0.944,6,0.583,0.45
517,IN,IN-Z084,2.12,8,21,9.4,1,0.995,9,0.286,0.416
518,MX,MX-Z053,2.71,12,39,9.62,1,0.999,1,0.931,0.454
519,BR,BR-Z072,67.35,295,48,43.2,1,0.827,3,0.705,0.136
520,TR,TR-Z028,3.12,13,28,9.32,1,0.979,2,0.858,0.255
521,BR,BR-Z061,32.62,82,15,23.85,1,0.868,10,0.159,0.387
522,TR,TR-Z084,28.65,97,9,23.79,1,0.759,6,0.478,0.294
523,BR,BR-Z044,9.01,27,30,10.16,1,0.919,2,0.861,0.466
524,TR,TR-Z007,5.75,12,27,10.0,1,0.998,2,0.707,0.088
525,TR,TR-Z073,6.02,24,8,9.62,0,0.979,4,0.633,0.173
526,JP,JP-Z096,4.86,11,32,7.75,1,0.969,7,0.316,0.15
527,UG,UG-Z032,50.67,140,23,31.54,1,0.873,6,0.456,0.531
528,UG,UG-Z061,3.79,18,35,10.87,0,0.975,6,0.407,0.078
529,JP,JP-Z029,7.4,33,24,9.49,1,0.93,4,0.676,0.162
530,DE,DE-Z027,9.09,18,38,12.3,1,0.999,8,0.23,0.182
531,CN,CN-Z048,2.22,6,31,6.17,1,0.996,1,0.86,0.308
532,DE,DE-Z053,13.82,49,23,12.01,1,0.974,2,0.87,0.448
533,MX,MX-Z027,4.05,15,26,10.63,1,0.978,3,0.813,0.467
534,MX,MX-Z015,7.51,26,38,10.95,1,0.973,10,0.187,0.153
535,TR,TR-Z096,10.33,34,18,13.98,1,0.915,4,0.588,0.087
536,BR,BR-Z002,16.32,40,28,16.22,1,0.878,6,0.414,0.41
537,BR,BR-Z015,3.37,15,28,11.18,1,0.981,6,0.477,0.221
538,UG,UG-Z044,5.67,22,18,12.56,1,0.999,9,0.323,0.212
539,US,US-Z044,7.85,36,28,9.92,1,0.926,2,0.814,0.426
540,DE,DE-Z011,18.2,85,17,16.49,1,0.977,5,0.585,0.055
541,IN,IN-Z073,14.39,54,35,14.54,1,0.875,8,0.381,0.335
542,BR,BR-Z067,1.84,7,13,8.93,1,0.987,2,0.812,0.325
543,IN,IN-Z096,6.36,26,24,12.45,1,0.99,9,0.254,0.319
544,TR,TR-Z034,3.75,14,34,9.32,1,0.987,9,0.274,0.622
545,IN,IN-Z052,9.21,33,14,10.45,1,0.928,3,0.699,0.074
546,JP,JP-Z068,7.74,26,21,13.22,1,0.979,6,0.436,0.224
547,IN,IN-Z029,2.93,13,7,9.66,0,0.996,9,0.241,0.44
548,CN,CN-Z048,6.08,19,18,9.43,1,0.975,5,0.654,0.507
549,TR,TR-Z015,1.45,4,12,6.36,1,0.996,4,0.639,0.581
550,DE,DE-Z011,12.54,34,12,15.02,1,0.922,6,0.556,0.346
551,JP,JP-Z042,20.63,95,47,18.44,0,0.855,5,0.582,0.592
552,BR,BR-Z049,11.41,50,49,13.71,1,0.993,9,0.198,0.198
553,MX,MX-Z074,8.55,24,43,13.49,1,0.951,9,0.248,0.579
554,DE,DE-Z015,1.21,3,48,10.29,1,0.996,8,0.39,0.421
555,MX,MX-Z011,9.39,38,28,12.92,1,0.991,10,0.206,0.074
556,TR,TR-Z049,28.73,85,6,22.98,1,0.96,6,0.516,0.133
557,JP,JP-Z010,43.17,130,42,28.8,1,0.83,1,0.975,0.283
558,UG,UG-Z016,21.44,98,12,19.99,1,0.838,9,0.25,0.207
559,BR,BR-Z087,4.61,11,41,8.74,1,0.992,7,0.446,0.191
560,CN,CN-Z011,8.22,28,22,13.43,1,0.991,8,0.32,0.334
561,UG,UG-Z069,4.21,19,34,10.08,1,0.967,1,0.836,0.057
562,TR,TR-Z078,10.35,50,13,10.57,1,0.947,8,0.294,0.31
563,DE,DE-Z054,10.39,39,30,14.97,1,0.952,3,0.813,0.278
564,CN,CN-Z087,4.43,15,20,8.14,0,0.993,3,0.836,0.601
565,IN,IN-Z049,3.62,8,15,8.69,1,0.988,1,0.974,0.352
566,CN,CN-Z021,9.26,33,46,10.52,1,0.941,3,0.742,0.047
567,TR,TR-Z095,16.65,42,8,17.24,1,0.962,9,0.189,0.209
568,US,US-Z013,81.96,407,7,50.19,1,0.63,7,0.376,0.315
569,IN,IN-Z024,2.84,7,45,8.0,1,0.98,10,0.117,0.235
570,MX,MX-Z083,16.14,59,6,13.29,1,0.844,5,0.513,0.42
571,BR,BR-Z050,15.48,56,12,13.67,1,0.912,9,0.33,0.177
572,MX,MX-Z050,11.58,53,12,11.39,1,0.948,8,0.288,0.126
573,CN,CN-Z068,32.96,125,14,23.27,1,0.975,6,0.531,0.186
574,MX,MX-Z071,4.29,9,41,7.72,1,0.972,6,0.435,0.168
575,TR,TR-Z018,3.62,10,16,8.96,1,0.984,5,0.52,0.2
576,DE,DE-Z063,1.81,5,9,8.87,1,0.983,4,0.578,0.525
577,BR,BR-Z054,1.67,4,14,6.92,1,0.997,1,0.854,0.188
578,MX,MX-Z089,1.76,7,33,8.36,1,0.987,9,0.288,0.102
579,MX,MX-Z060,4.05,15,47,9.12,1,0.972,8,0.356,0.142
580,CN,CN-Z076,20.8,66,34,17.77,1,0.97,1,0.977,0.049
581,DE,DE-Z055,6.16,12,47,12.05,1,0.994,5,0.727,0.194
582,UG,UG-Z017,9.7,39,36,14.22,1,0.949,2,0.84,0.619
583,MX,MX-Z008,2.22,10,47,9.01,1,0.988,3,0.664,0.031
584,TR,TR-Z003,8.38,32,17,13.15,1,0.92,6,0.526,0.285
585,US,US-Z039,1.41,5,38,7.94,1,0.987,6,0.506,0.448
586,BR,BR-Z031,3.66,9,40,8.11,0,0.974,2,0.78,0.172
587,MX,MX-Z099,7.03,34,16,11.34,1,0.938,8,0.317,0.413
588,TR,TR-Z063,4.43,15,41,9.76,0,0.996,3,0.648,0.654
589,TR,TR-Z048,18.08,80,13,18.87,1,0.86,5,0.599,0.178
590,BR,BR-Z096,1.59,3,35,10.04,1,0.998,6,0.55,0.366
591,UG,UG-Z081,11.41,23,44,13.5,1,0.968,3,0.701,0.049
592,TR,TR-Z074,6.19,29,15,11.78,1,0.983,4,0.638,0.379
593,US,US-Z058,6.1,14,8,8.69,1,0.977,3,0.739,0.609
594,TR,TR-Z045,42.45,204,22,30.47,1,0.629,8,0.365,0.584
595,TR,TR-Z087,5.33,11,31,10.62,1,0.969,8,0.226,0.659
596,TR,TR-Z003,4.42,13,26,10.85,1,0.996,8,0.252,0.277
597,UG,UG-Z077,10.09,43,16,12.25,0,0.918,4,0.796,0.244
598,MX,MX-Z034,5.38,15,18,10.21,1,0.966,8,0.338,0.281
599,TR,TR-Z053,28.03,134,33,21.49,1,0.833,2,0.892,0.007
600,DE,DE-Z023,4.69,9,47,10.07,1,0.97,2,0.878,0.479
601,MX,MX-Z049,13.33,64,18,14.39,1,0.974,7,0.455,0.247
602,UG,UG-Z092,6.28,23,29,9.79,1,0.955,8,0.285,0.359
603,JP,JP-Z031,3.83,17,47,10.88,1,0.998,1,1.0,0.42
604,MX,MX-Z090,4.16,11,15,9.48,1,0.985,4,0.688,0.4
605,MX,MX-Z072,4.43,9,5,9.19,1,0.979,8,0.293,0.349
606,IN,IN-Z021,12.15,30,15,13.47,1,0.884,10,0.151,0.508
607,CN,CN-Z056,2.83,12,46,8.61,1,0.999,9,0.258,0.326
608,IN,IN-Z011,9.18,39,48,12.18,1,0.92,10,0.143,0.181
609,US,US-Z003,6.36,16,10,10.82,1,0.997,7,0.37,0.265
610,CN,CN-Z007,10.29,22,32,13.58,1,0.973,7,0.483,0.53
611,BR,BR-Z038,2.57,6,11,10.7,1,0.979,1,0.944,0.641
612,BR,BR-Z068,8.62,28,15,10.27,0,0.947,2,0.941,0.279
613,UG,UG-Z055,3.73,17,26,11.63,1,0.977,1,0.92,0.319
614,CN,CN-Z093,17.91,81,13,18.04,0,0.858,7,0.519,0.612
615,MX,MX-Z009,8.0,17,24,13.79,1,0.949,8,0.328,0.35
616,BR,BR-Z073,7.12,26,16,10.53,1,0.966,3,0.651,0.413
617,TR,TR-Z067,11.32,43,28,14.07,1,0.906,7,0.457,0.555
618,DE,DE-Z081,25.23,59,9,19.15,1,0.919,3,0.871,0.049
619,MX,MX-Z010,2.93,12,47,7.17,1,0.984,5,0.617,0.3
620,US,US-Z045,7.16,32,30,12.17,1,0.951,8,0.323,0.268
621,TR,TR-Z023,8.05,34,23,10.83,1,0.938,3,0.687,0.044
622,TR,TR-Z018,5.36,24,12,10.99,1,0.949,3,0.763,0.649
623,CN,CN-Z062,8.56,20,7,14.11,0,0.988,6,0.527,0.226
624,UG,UG-Z056,2.07,8,5,10.1,1,0.983,8,0.379,0.249
625,US,US-Z005,25.45,89,43,20.44,1,0.775,2,0.758,0.089
626,BR,BR-Z090,5.58,12,8,8.01,1,0.959,6,0.578,0.449
627,CN,CN-Z081,4.54,14,16,7.74,1,0.996,9,0.295,0.195
628,BR,BR-Z082,5.47,13,39,12.03,0,0.954,8,0.393,0.291
629,CN,CN-Z080,18.01,51,17,17.51,1,0.987,10,0.214,0.348
630,CN,CN-Z068,9.83,34,26,12.35,1,0.936,6,0.475,0.098
631,CN,CN-Z083,14.44,39,43,15.76,1,0.979,6,0.45,0.274
632,UG,UG-Z080,16.78,33,33,15.11,1,0.908,7,0.401,0.324
633,CN,CN-Z085,1.7,6,31,8.98,1,0.995,10,0.192,0.243
634,JP,JP-Z036,18.38,40,20,19.0,1,0.828,8,0.39,0.528
635,DE,DE-Z002,4.7,20,7,8.99,1,0.954,9,0.2,0.064
636,BR,BR-Z029,5.96,12,40,10.28,1,0.943,2,0.865,0.375
637,MX,MX-Z075,2.47,9,14,8.8,1,0.978,4,0.663,0.278
638,IN,IN-Z025,10.27,41,39,13.79,1,0.905,9,0.279,0.195
639,US,US-Z023,6.06,20,49,13.01,1,0.979,9,0.379,0.35
640,UG,UG-Z053,9.78,46,16,13.38,1,0.922,5,0.531,0.266
641,MX,MX-Z064,4.28,10,47,8.34,1,0.995,3,0.714,0.191
642,TR,TR-Z078,19.46,57,5,14.86,1,0.914,2,0.864,0.208
643,JP,JP-Z076,11.67,57,47,14.46,1,0.996,6,0.65,0.326
644,IN,IN-Z075,13.61,52,35,12.9,1,0.925,9,0.316,0.067
645,MX,MX-Z004,7.47,35,15,9.68,1,0.93,8,0.418,0.448
646,MX,MX-Z074,7.12,27,42,10.19,1,0.977,4,0.682,0.392
647,JP,JP-Z013,20.53,53,6,15.62,1,0.808,5,0.555,0.11
648,IN,IN-Z029,8.97,40,24,13.95,1,0.945,1,0.864,0.421
649,TR,TR-Z021,13.71,50,35,16.52,1,0.988,1,0.86,0.095
650,CN,CN-Z098,3.6,17,30,11.36,1,0.992,2,0.773,0.423
651,BR,BR-Z008,8.99,41,38,11.4,1,0.966,6,0.538,0.346
652,TR,TR-Z098,9.66,24,11,10.4,1,0.972,7,0.288,0.198
653,CN,CN-Z008,6.15,14,24,8.55,1,0.94,1,0.87,0.518
654,UG,UG-Z093,11.03,54,34,10.85,1,0.982,8,0.419,0.259
655,DE,DE-Z084,1.68,3,8,7.02,1,0.999,5,0.652,0.12
656,US,US-Z039,2.49,11,27,10.11,1,0.978,8,0.41,0.035
657,US,US-Z081,3.51,11,32,7.5,0,0.986,3,0.776,0.49
658,BR,BR-Z039,5.24,22,13,11.15,1,0.98,10,0.123,0.198
659,IN,IN-Z092,5.31,15,17,9.45,1,0.962,5,0.511,0.044
660,JP,JP-Z053,9.83,45,13,9.93,1,0.929,2,0.772,0.102
661,IN,IN-Z070,3.33,15,36,10.66,1,0.991,8,0.285,0.295
662,JP,JP-Z037,8.33,41,21,13.67,1,0.999,7,0.364,0.245
663,IN,IN-Z095,4.04,9,25,8.16,1,0.974,9,0.211,0.319
664,DE,DE-Z071,9.56,38,44,13.68,1,0.947,3,0.814,0.38
665,UG,UG-Z045,4.15,12,29,9.03,1,0.961,5,0.562,0.223
666,UG,UG-Z032,5.36,22,26,10.67,1,0.98,6,0.483,0.246
667,CN,CN-Z031,2.45,8,16,10.09,0,0.979,7,0.405,0.068
668,UG,UG-Z001,3.15,15,25,10.44,1,0.972,9,0.297,0.329
669,UG,UG-Z002,4.21,9,28,11.64,1,0.972,4,0.7,0.208
670,TR,TR-Z054,5.12,17,31,7.78,1,0.99,6,0.545,0.387
671,TR,TR-Z031,2.35,9,49,11.13,1,0.99,9,0.311,0.359
672,CN,CN-Z014,7.98,20,20,13.1,1,0.987,7,0.374,0.099
673,BR,BR-Z024,10.72,31,10,11.35,1,0.994,4,0.656,0.364
674,TR,TR-Z013,16.34,78,36,13.51,1,0.939,8,0.362,0.152
675,BR,BR-Z084,4.72,15,12,9.22,1,0.988,7,0.473,0.226
676,MX,MX-Z075,6.2,18,34,10.96,1,0.98,4,0.714,0.258
677,TR,TR-Z003,5.42,16,46,12.44,1,0.97,10,0.238,0.369
678,DE,DE-Z073,2.05,4,35,6.2,1,0.992,2,0.849,0.172
679,CN,CN-Z034,6.97,22,39,12.86,1,0.99,3,0.712,0.269
680,MX,MX-Z010,12.76,62,39,15.07,1,0.921,4,0.558,0.375
681,DE,DE-Z079,17.82,87,18,17.77,1,0.869,5,0.585,0.287
682,DE,DE-Z070,6.89,33,49,10.77,1,0.946,7,0.438,0.078
683,DE,DE-Z011,6.59,30,36,8.43,1,0.941,4,0.64,0.289
684,BR,BR-Z099,15.0,65,38,16.72,1,0.998,2,0.819,0.233
685,IN,IN-Z029,9.28,44,43,11.93,1,0.991,4,0.611,0.16
686,MX,MX-Z030,8.98,22,27,14.48,1,0.94,8,0.276,0.143
687,JP,JP-Z079,3.3,11,44,10.65,1,0.981,8,0.328,0.451
688,MX,MX-Z002,0.95,3,48,7.43,1,0.997,9,0.416,0.053
689,IN,IN-Z087,5.59,22,37,10.68,1,0.956,10,0.203,0.155
690,MX,MX-Z013,1.92,7,24,7.28,1,0.991,7,0.391,0.254
691,UG,UG-Z090,43.77,146,6,31.83,0,0.774,2,0.836,0.475
692,JP,JP-Z037,6.43,25,36,10.7,1,0.965,3,0.781,0.248
693,IN,IN-Z021,15.07,72,24,16.3,1,0.99,2,0.865,0.373
694,BR,BR-Z021,8.72,25,27,9.6,1,0.937,8,0.284,0.151
695,US,US-Z042,3.56,12,37,10.21,1,0.995,9,0.203,0.189
696,IN,IN-Z069,9.97,25,29,11.63,1,0.951,3,0.691,0.66
